location,address,price,title,facilities,description_text,ad_url,id,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,byggear,energimerking,tomteareal,bruttoareal,boligselgerforsikring,fellesformue,formuesverdi,fellesgjeld,etasje,rom,festeavgift,kommunale_avg,num,grunnflate,renovert_ar,tomt,sikringsordning,utleiedel,new_building
ULLERNÅSEN,"Gregers Grams vei 3C, 0382 Oslo",21900000,"Lekker, påkostet og innholdsrik enebolig med solrik hage, flott utsikt mot fjorden, ildsteder, dobbelgarasje og hybel","Balkong/Terrasse, Peis/Ildsted, Parkett, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Garasje/P-plass, Turterreng, Alarm, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning","Video Vi ønsker trygge visninger under koronautbruddet og ber deg derfor om å melde deg på visning. Dette gjøres ved å klikke på linken i boksen over, eller ved direkte kontakt med megler. Velkommen på visning! Visningspåmelding Meget rolig, barnevennlig, solrik og ettertraktet beliggenhet i et høydedrag i UllernåsenStor og innholdsrik familiebolig med ""alt"" man trenger. Representativt bygg.Gjennomgående et lekkert og tidsmessig uttrykkStore glassflater - meget gode lysforholdFlott utsikt mot fjorden spesielt fra husets lange, sørvendte, balkong i 2.etg.2 nyoppussede bad 2020 med delikat finish (totalt 3 bad, gjeste-WC, vaskerom og badstue i hoveddel)Nytt spesialdesignet kjøkken 2017Hybel som leies ut med egen inngang, bad og kjøkkenDobbelgarasjeFlere ildstederStort uutnyttet loft med meget god lagringsplass og stort tøft lekeromBrukervennlig og pent opparbeidet solrik hage. Ny skjermet platting med utgang fra spisestue. Vi ønsker trygge visninger under koronautbruddet og ber deg derfor om å melde deg på visning. Dette gjøres ved å klikke på linken i boksen over, eller ved direkte kontakt med megler. Velkommen på visning! Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207137465,207137465,578142,22478142,1307,Enebolig,Eier(Selveier),5,348,370,1957,E-gul,713,414,Ja,NA,4674268,NA,NA,9,NA,28404,NA,NA,NA,NA,NA,NA,FALSE
Unik toppleilighet : Øverst på Løkka,"Vogts gate 11, 0474 Oslo",5780000,"Urban & helt usjenert loftsleilighet over to plan m. balkong & masse sjarm | 2 bad, 2 kjøkken | Kun 0.79% lånerente & IN","Balkong/Terrasse, Parkett, Ingen, gjenboere, Barnevennlig, Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning"," Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Cecilie Elliott J. v/Privatmegleren ønsker velkommen til Vogts gate 11! En meget luftig loftsleilighet over to plan, beliggende på toppen av yrende Grünerløkka. Loftsleiligheten byr på flotte kvaliteter hvor det er lagt fokus på god utnyttelse og best mulig bokvalitet i alle ledd. Her bor du med kort rusleavstand til hele byens fasiliterer, samtidig som leiligheten oppleves lun og godt tilbaketrukket.Høydepunkter:Hele bygget og leiligheten ble rehabilitert i 2003 og holder i stor grad standard deretterFørste plan innehar 3 soverom, bad og stue/kjøkken. Balkong mot bakgård fra soveromLoftsetasje på ca. 30 kvm med soverom, stue, kjøkken og bad (utgang til trappegang fra bad).IN-ordning med mulighet for nedbetaling av deler fellesgjeldSvært gunstig rente på begge borettslagets lån, kun 0.79% Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207137076,207137076,15810,7525242,17869,Leilighet,Andel,4,97,100,1898,G-rød,250,113,Ja,93212,1626794,1729432,4,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Majorstuen,"Jacob Aalls gate 18, 0368 Oslo",3750000,Lys og moderne 2-roms selveier med sentral beliggenhet - Balkong - Smart planløsning - Varmtvann inkl.,"Balkong/Terrasse, Bredbåndstilknytning, Fellesvaskeri, Heis, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste"," I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding En 2-roms selveierleilighet med sentral og populær beliggenhet like ved Bogstadveien og Frognerparken. Denne boligen passer perfekt som førstegangskjøp, pendlerleilighet eller til utleie. Her bor du i rolige og stille omgivelser, og samtidig nærheten av treningssenter, butikker og kollektivtrafikk. Leiligheten kan by på bl.a balkong og lave felleskostnader. Det er mulighet for leie av garasjeplass eller benytte beboerparkering i område.Leiligheten har en praktisk planløsning som fordeler seg mellom: entré, baderom, stue med åpen løsning, soverom og balkong. Videre disponerer boligen en kjellerbod på 1,2 m².Gode kvaliteter ved Jacob Aalls gate 18:- Heis- Balkong- Eget soverom m/garderobe- Kjøkken innredning fra 2013- Sentral beliggenhet- Lave felleskostnader inkl. varmtvann Kristoffer Woldsund Eiendomsmegler / Fagansvarlig Mobil 452 48 711 Send melding I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207099712,207099712,95092,3862220,2216,Leilighet,Eier(Selveier),1,34,34,1970,E-rød,1615,37,NA,NA,871784,17128,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Øvre Prinsdal/Rugdeberget,"Rugdeberget 38, 1266 Oslo",4500000,Koselig enderekkehus med svært gode solforhold og fantastisk utsikt | Garasjeplass | Varmtvann og fyring inkludert,"Balkong/Terrasse, Barnevennlig, Rolig, Kabel-TV, Garasje/P-plass, Turterreng, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning","Video Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Dette er ett stort, innflyttingsklart rekkehus i ett veletablert og hyggelig boligområde på Øvre Prinsdal, rett ved Hauketo.Leiligheten er jevnlig oppgradert gjennom årene og gir et fint helhetsinntrykk med moderne kjøkken. Romslig og pent flislagt baderom fra -11. Rekkehuset ligger på enden med fin hageparsel på begge sider av boligen. en har dermed enkel adkomst til hele hagen. Huset ligger flott til i borettslaget med marka som nabo.Kort fortalt- Gjennomgående enderekkehus- Garasjeplass med mulighet for lader- Sørvestvendt og solrik balkong med fantastisk utsikt- Varmtvann og fyring inkl.- Bilfrie interne småveier, trafikkskjermet og rolig- Tog fra Hauketo tar ca 10 min til Oslo S.- Grønliåsen med lysløype og rett ved boligen.- Ingen dok.avgift!- Kort vei til skole og bhg Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207135395,207135395,15510,4598510,5142,Leilighet,Andel,2,90,90,1984,G-mørkegrønn,38700,100,Ja,28042,964314,83000,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SAGENE,"Sandefjordgata 3D, 0464 Oslo",4100000,Tiltalende 2-roms andelsleilighet med sentral beliggenhet på Sagene|VV og fyring inkl| Lave Omk|Ingen forkjøpsrett,"Bredbåndstilknytning, Fellesvaskeri, Rolig, Sentralt"," Ta kontakt for å avtale visning Visningspåmelding DNB Eiendom har gleden av å presentere denne innbydende 2-roms leiligheten med sentral beliggenhet på Sagene, samt kort vei til både sentrum og marka. Leiligheten har en gjennomgående planløsning og fikk i 2019 flere overflateroppgraderinger som skaper et moderne uttrykk. Her får du en romslig og innholdsrik stue med gode møbleringsmuligheter og god plass til spisebord. Pent kjøkken med ""frokostbenk"" og utsikt over bakgården. Pen og praktisk entré. Stort innbydende soverom med plass til dobbeltseng, nattbord, samt nyere garderobeløsning fra 2019. Flislagt baderom fra 2006 (i regi av borettslaget). Leiligheten ligger i 3.etasje med store vindusflater og en gjennomgående planløsning som gir flotte lysforhold og gjør at leiligheten føles luftig. Velkommen til en hyggelig visning! Paul Haakon Engen Eiendomsmeglerfullmektig Mobil 930 45 258 Send melding Vidar Krogsæter Eiendomsmeglerfullmektig Mobil 920 98 902 Send melding Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207038181,207038181,1132,4247849,3852,Leilighet,Andel,1,52,52,1940,F-rød,2188,57,NA,25057,990294,146717,3,2,82560,NA,NA,NA,NA,NA,NA,NA,FALSE
Grefsen,"Skolebakken 15B, 0486 Oslo",5800000,Stor selveierleilighet med solrik markterrasse på 13 kvm. Trappefri adkomst. Garasjeplass (El-boks*). Pipeløp. God bel.,"Balkong/Terrasse, Garasje/P-plass, Peis/Ildsted, Rolig, Sentralt, Turterreng"," Man. 22. februar 16:00 - 17:00 + Legg til i kalender Visningspåmelding DNB Eiendom v/ Nadia Darrazi presenterer en lys, meget romslig og gjennomgående 3-roms selveierleilighet på populære Grefsen. Leiligheten har kvaliteter som solrik markterrasse på ca. 13,5 kvm, garasjeplass og en fin og tilbaketrukken beliggenhet. Leiligheten har en praktisk planløsning, og store vindusflater som gir en svært luftig og åpen atmosfære. Videre har leiligheten en trappefri inngang, BOLIGENS SÆRPREG:- Meget stor stue med utgang til terrasse- Solrik terrasse på ca. 13,5 kvm.- Pipeløp- Parkeringsplass i felles garasjeanlegg- Delvis tilrettelagt for EL-lader (*1 av 2 bokser montert).- Store vinduer som gir gode lysforhold- To gode soverom- Stort baderom med opplegg for vaskemaskin - Romslig kjellerbod på 7,7 kvm med god lagringsplass- Godt kollektivtilbud Nadia Darrazi Fagansvarlig / Eiendomsmegler Mobil 986 79 445 Send melding Man. 22. februar 16:00 - 17:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207103558,207103558,143912,6146912,4365,Leilighet,Eier(Selveier),2,80,80,1990,G-rød,1755,88,NA,24238,1449175,203000,1,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NEDRE HAUGEN,"Maria Dehlis vei 36A, 1083 Oslo",3800000,"Gjennomgående og pen 4-roms eierleilighet med balkong, terrasse og garasjeplass. To bad. Rolig boområde.","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," Ta kontakt for å avtale visning Visningspåmelding Velkommen til Maria Dehlis vei 36 A - en stor eierleilighet på 100 kvm bruksareal. Eiendommen ligger på Nedre Haugen, et rolig og barnevennlig boområde. I tillegg til en populær beliggenhet har leiligheten kvaliteter som garasjeplass, gjennomgående planløsning, balkong, terrasse og gode lys/solforhold.Leiligheten ligger i 3. etasje, og inneholder gang, stor stue, to bad pusset opp i 2013, tre soverom med garderobe, stort kjøkken med spiseplass, matbod, egen vaskeavdeling og omkledningsrom. Fra stue er det utgang til sydvendt terrasse og fra kjøkken er det utgang til balkong orientert mot nord. I tillegg disponerer leiligheten to boder på uteplass.Nymalte vegger i 2019/2020 og gulv fra 2013. Varmtvann og kabel-tv/bredbånd er inkludert. Farzan Hamid Khan Eiendomsmegler Mobil 904 00 479 Send melding Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=206875477,206875477,99542,4027542,4053,Leilighet,Eier(Selveier),3,97,100,1977,E-rød,20222,110,NA,63902,1059592,128000,3,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Meyerløkka v/St.hanshaugen,"Wessels gate 15, 0165 Oslo",7500000,"Lys 4-roms med balkong, garasjeplass og heis. Fyring og varmtvann inkl. Prisbelønte Meyerhagen bakgård.","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Heis, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Turterreng, Lademulighet"," Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding - Arealeffektiv 4-roms med hele 3 soverom- Meget romslig stue med balkong- Separat kjøkken med spiseplass og fransk balkong- Felles takterrasse med grill - Moderne bygg fra 2001 med heis- Garasjeplass i kjeller- Gjennomgående med svært gode lysforhold- Innvendig bod + bod i kjeller- Varmtvann og oppvarming inkl.- Lave omkostninger (ingen dok. avgift)- Sentralt og populært områdeBorettslaget er en del av Meyerhagen - en prisbelønnet bakgård på hele 2.700 kvm. Her finnes det sykkelparkering, flere sittegrupper, lekeplasser og er idyllisk opparbeidet med frodige busker og trær. Se også: http://meyerhagen.no/ Vi ønsker trygge visninger og minst mulig smitterisiko. Meld deg på visning v.h.a lenken ""Visningspåmelding"" eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Gi beskjed om det er ønskelig med visning utenom oppsatt visningstid. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207045993,207045993,15526,7515526,4986,Leilighet,Andel,3,89,93,2001,D-mørkegrønn,517,102,NA,8704,1851770,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Skøyen.,"Skøyen Terrasse 7, 0276 Oslo",4350000,Skøyen Terrasse 7,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Kabel-TV, Lademulighet, Offentlig, vann/kloakk, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," Ring for avtale Kort vei til buss, tog og trikk. Barnehager og barne- og ungdomsskole i nærområdet. Egen barnehage til borettslaget. Ring for avtale",https://www.finn.no/realestate/homes/ad.html?finnkode=207120699,207120699,8654,4543654,4403,Leilighet,Andel,1,65,69,1981,D-lysegrønn,31361,NA,NA,11704,900000,185000,1,2,NA,NA,NA,73,NA,NA,Ja,NA,FALSE
HAAKONS HAVE PÅ VINDEREN,"Haakon den godes vei 12A, 0373 Oslo",9900000,"Attraktiv 3-roms toppleilighet med solrik, vestvendt terrasse, heis og parkeringsplass. 2 bad. Gasspeis.","Balkong/Terrasse, Bredbåndstilknytning, Garasje/P-plass, Heis, Ingen, gjenboere, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste"," Ta kontakt for å avtale visning Visningspåmelding Velkommen til Haakon den gode vei 12A - En attraktiv 3-roms toppleilighet med sentral beliggenhet på Vinderen. Leiligheten ligger meget godt til i byggets 3.etasje med heisadkomst, samt egen parkeringsplass i kjeller. Leiligheten har gode lysforhold med lysinnslipp fra 4 himmelretninger. Fra terassen har du flott utsikt til Holmenkollen og gode solforhold. Sameiet Haakons have består av nyere og moderne boligbygg fra 2005. -God intern plassering-Vestvendt terrasse med sol og utsikt-God planløsning med bl. a: stor luftig stue med spisestue og kjøkken, 2 soverom, 2 bad-Trappefri adkomst med heis.-Noe behov for oppgradering; bl a. skifte av gulv i stue/kjøkken.-Attraktiv og sentral beliggenhet rett ved Vindern senter og offentlig kommunikasjon.Velkommen til sameiet Haakons Have! Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=206876180,206876180,257862,10186862,4708,Leilighet,Eier(Selveier),2,87,87,2005,F-rød,2299,95,NA,32602,1716225,29000,3,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
TØYEN,"Jens Bjelkes gate 82B, 0652 Oslo",3300000,Delikat 2-roms med attraktiv beliggenhet - Romslig planløsning med god takhøyde - V.v og fyring inkl. - IN-ordning.,"Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding Nordvik bolig har gleden av å presentere Jens Bjelkes gate 82B - En gjennomført 2-roms med umiddelbar nærhet til ""alt""!Leiligheten har en meget arealeffektiv planløsning. Den inneholder innbydende entré, flislagt baderom med plass til vaskemaskin, soverom med stor skyvedørsgarderobe, åpen stue- og kjøkkenløsning. Boligen holder en god standard, er svært gjennomført og stilren. God himlingshøyde og store vindusflater gir leiligheten en lys og åpen atmosfære. I tillegg er det godt med ekstra lagringsplass i loftsbod på ca. 6.5 kvm i gulvareal.Boligen ligger sentralt på Tøyen i Oslo med kort vei til t-bane, buss og diverse servicetilbud. Velkommen til visning - Husk å meld deg på og få tildelt visningstid! Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=207098769,207098769,96912,3588652,3514,Leilighet,Eier(Selveier),1,34,34,1926,E-mørkegrønn,2270,38,NA,13750,655587,191740,4,2,360000,NA,NA,NA,NA,NA,NA,NA,FALSE
